date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:58:01	29053/29053	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Oct%202019%2015:58:00%20GMT	http://livedemo00.template-help.com/wt_61317_v1/typography.html	/home/x9sheikh/Desktop/clause/new_one_one/livedemo00.template-help.com/wt_61317_v1/typography.html	(from http://livedemo00.template-help.com/wt_61317_v1/)
20:58:02	26670/26670	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Oct%202019%2015:58:01%20GMT	http://livedemo00.template-help.com/wt_61317_v1/contact-us.html	/home/x9sheikh/Desktop/clause/new_one_one/livedemo00.template-help.com/wt_61317_v1/contact-us.html	(from http://livedemo00.template-help.com/wt_61317_v1/)
20:58:02	258/258	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2021%20Oct%202019%2015:58:02%20GMT	http://livedemo00.template-help.com/wt_61317_v1/images/home-2-342x338.jpg	/home/x9sheikh/Desktop/clause/new_one_one/livedemo00.template-help.com/wt_61317_v1/images/home-2-342x338.jpg	(from http://livedemo00.template-help.com/wt_61317_v1/)
20:58:04	23398/23398	---M--	200	added ('OK')	image/jpeg	etag:%225b227bcf-5b66%22	http://static.livedemo00.template-help.com/wt_61317_v1/images/home-2-342x338.jpg	/home/x9sheikh/Desktop/clause/new_one_one/static.livedemo00.template-help.com/wt_61317_v1/images/home-2-342x338.jpg	(from http://livedemo00.template-help.com/wt_61317_v1/)
20:58:04	258/258	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2021%20Oct%202019%2015:58:04%20GMT	http://livedemo00.template-help.com/wt_61317_v1/images/home-1.jpg	/home/x9sheikh/Desktop/clause/new_one_one/livedemo00.template-help.com/wt_61317_v1/images/home-1.jpg	(from http://livedemo00.template-help.com/wt_61317_v1/)
20:58:06	258/258	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2021%20Oct%202019%2015:58:06%20GMT	http://livedemo00.template-help.com/wt_61317_v1/images/team-9-246x300.jpg	/home/x9sheikh/Desktop/clause/new_one_one/livedemo00.template-help.com/wt_61317_v1/images/team-9-246x300.jpg	(from http://livedemo00.template-help.com/wt_61317_v1/)
20:58:08	258/258	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2021%20Oct%202019%2015:58:08%20GMT	http://livedemo00.template-help.com/wt_61317_v1/images/team-10-246x300.jpg	/home/x9sheikh/Desktop/clause/new_one_one/livedemo00.template-help.com/wt_61317_v1/images/team-10-246x300.jpg	(from http://livedemo00.template-help.com/wt_61317_v1/)
20:58:08	225720/225720	---M--	200	added ('OK')	image/jpeg	etag:%225b227bcf-371b8%22	http://static.livedemo00.template-help.com/wt_61317_v1/images/home-1.jpg	/home/x9sheikh/Desktop/clause/new_one_one/static.livedemo00.template-help.com/wt_61317_v1/images/home-1.jpg	(from http://livedemo00.template-help.com/wt_61317_v1/)
20:58:08	25211/25211	---M--	200	added ('OK')	image/jpeg	etag:%225b227bcf-627b%22	http://static.livedemo00.template-help.com/wt_61317_v1/images/team-9-246x300.jpg	/home/x9sheikh/Desktop/clause/new_one_one/static.livedemo00.template-help.com/wt_61317_v1/images/team-9-246x300.jpg	(from http://livedemo00.template-help.com/wt_61317_v1/)
20:58:09	16668/16668	---M--	200	added ('OK')	image/jpeg	etag:%225b227bcf-411c%22	http://static.livedemo00.template-help.com/wt_61317_v1/images/team-10-246x300.jpg	/home/x9sheikh/Desktop/clause/new_one_one/static.livedemo00.template-help.com/wt_61317_v1/images/team-10-246x300.jpg	(from http://livedemo00.template-help.com/wt_61317_v1/)
20:58:10	258/258	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2021%20Oct%202019%2015:58:10%20GMT	http://livedemo00.template-help.com/wt_61317_v1/images/team-11-246x300.jpg	/home/x9sheikh/Desktop/clause/new_one_one/livedemo00.template-help.com/wt_61317_v1/images/team-11-246x300.jpg	(from http://livedemo00.template-help.com/wt_61317_v1/)
20:58:11	16092/16092	---M--	200	added ('OK')	image/jpeg	etag:%225b227bcf-3edc%22	http://static.livedemo00.template-help.com/wt_61317_v1/images/team-11-246x300.jpg	/home/x9sheikh/Desktop/clause/new_one_one/static.livedemo00.template-help.com/wt_61317_v1/images/team-11-246x300.jpg	(from http://livedemo00.template-help.com/wt_61317_v1/)
20:58:12	258/258	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2021%20Oct%202019%2015:58:12%20GMT	http://livedemo00.template-help.com/wt_61317_v1/images/progress-bars-parallax-1.jpg	/home/x9sheikh/Desktop/clause/new_one_one/livedemo00.template-help.com/wt_61317_v1/images/progress-bars-parallax-1.jpg	(from http://livedemo00.template-help.com/wt_61317_v1/)
